,name,salary_from,salary_to,salary_currency,area_name,published_at
305,Системный администратор Linux,180000.0,,RUR,Москва,2022-12-15T11:37:09+0300
306,Главный специалист-инженер (системный администратор),30000.0,40000.0,RUR,Ярославль,2022-12-15T10:44:01+0300
307,Выездной инженер технической поддержки,55000.0,,RUR,Архангельск,2022-12-15T10:19:33+0300
308,Аналитик инвестиционного проекта,90000.0,,RUR,Новокузнецк,2022-12-15T07:54:39+0300
309,Ведущий дизайнер,100000.0,,RUR,Санкт-Петербург,2022-12-15T10:39:54+0300
310,Оператор-наладчик станков с ЧПУ,,85000.0,RUR,Калуга,2022-12-15T11:28:22+0300
311,Контент-менеджер сайта,30000.0,,RUR,Пятигорск,2022-12-15T10:41:45+0300
312,Программист,,,,Шадринск,2022-12-15T07:19:32+0300
313,Администратор АТС Астериск (VoIP Asterisk),30000.0,,RUR,Санкт-Петербург,2022-12-15T09:59:05+0300
314,Специалист (электромонтёр) охранно-пожарной сигнализации,40000.0,65000.0,RUR,Воронеж,2022-12-15T08:49:59+0300
315,QA engineer (Protocol verification),,,,Москва,2022-12-15T11:30:10+0300
316,Аналитик операционной эффективности,160000.0,,RUR,Санкт-Петербург,2022-12-15T08:14:16+0300
317,Junior Level Designer Match-3 (Левел дизайнер 3 в ряд),,,,Минск,2022-12-15T11:33:31+0300
318,Специалист аналитической службы,68000.0,,RUR,Благовещенск (Амурская область),2022-12-15T10:12:06+0300
319,Аналитик данных (нефть),,,,Санкт-Петербург,2022-12-15T10:28:47+0300
320,Аналитик контента,,,,Москва,2022-12-15T11:38:17+0300
321,QA Engineer,,,,Санкт-Петербург,2022-12-15T09:29:56+0300
322,Системотехник,50000.0,,RUR,Омск,2022-12-15T11:56:29+0300
323,Системный/Бизнес Аналитик (на территории РФ),200000.0,300000.0,RUR,Москва,2022-12-15T10:55:47+0300
324,Второй механик,200000.0,,RUR,Астрахань,2022-12-15T09:29:28+0300
325,Продакт-менеджер,100000.0,,RUR,Москва,2022-12-15T11:34:16+0300
326,Стажер инженер техподдержки [Виртуальная АТС],,,,Москва,2022-12-15T10:17:07+0300
327,Системный администратор,60000.0,,RUR,Тюмень,2022-12-15T09:10:07+0300
328,Дизайнер интерьеров,,,,Москва,2022-12-15T11:01:31+0300
329,Инженер-программист (C++/Qt),30000.0,50000.0,RUR,Тула,2022-12-15T09:15:54+0300
330,Специалист по контенту,,,,Санкт-Петербург,2022-12-15T10:29:46+0300
331,Инженер-программист,70000.0,,RUR,Пермь,2022-12-15T08:57:38+0300
332,Электромонтажник РЭА,,,,Таганрог,2022-12-15T07:03:39+0300
333,Системный администратор,,,,Санкт-Петербург,2022-12-15T10:38:35+0300
334,Frontend-разработчик,100000.0,,RUR,Краснодар,2022-12-15T10:32:14+0300
335,Аналитик данных (Middle+),120000.0,180000.0,RUR,Новосибирск,2022-12-15T08:43:56+0300
336,Консультант-аналитик 1С,,,,Москва,2022-12-15T10:56:38+0300
337,Специалист технической поддержки,,,,Москва,2022-12-15T09:11:01+0300
338,Системный администратор,,,,Санкт-Петербург,2022-12-15T11:25:13+0300
339,Менеджер проектов (Департамент клиентского сервиса),,,,Москва,2022-12-15T08:54:52+0300
340,Frontend teamlead,,300000.0,RUR,Москва,2022-12-15T10:28:32+0300
341,Оператор станка с ЧПУ,80000.0,,RUR,Краснодар,2022-12-15T09:58:07+0300
342,FullStack Developer (C# + .Net + Angular) Middle,,220000.0,RUR,Москва,2022-12-15T11:55:00+0300
343,Выездной инженер технической поддержки,62000.0,,RUR,Санкт-Петербург,2022-12-15T10:20:03+0300
344,Motion designer,120000.0,,RUR,Москва,2022-12-15T11:01:49+0300
345,Мастер по ремонту транспорта,,75000.0,RUR,Братск,2022-12-15T10:42:41+0300
346,Токарь-универсал,45000.0,,RUR,Ижевск,2022-12-15T09:46:57+0300
347,Программист,70000.0,,RUR,Пенза,2022-12-15T07:51:20+0300
348,Второй механик,200000.0,,RUR,Новороссийск,2022-12-15T09:29:28+0300
349,Руководитель проекта,,,,Пермь,2022-12-15T08:48:21+0300
350,SEO-специалист,,,,Армавир,2022-12-15T08:51:10+0300
351,Дизайнер,3500000.0,4000000.0,UZS,Ташкент,2022-12-15T08:13:17+0300
352,Руководитель проектов,75000.0,,RUR,Конаково,2022-12-15T09:27:23+0300
353,Аналитик рынка морского фрахта,,,,Москва,2022-12-15T11:02:24+0300
354,Линейный механик,150000.0,,RUR,Новосибирск,2022-12-15T11:49:50+0300
355,Инженер по видеонаблюдению,52000.0,,RUR,Ставрополь,2022-12-15T10:52:54+0300
356,NodeJS разработчик,180000.0,250000.0,RUR,Москва,2022-12-15T11:53:18+0300
357,Оператор станков с ПУ,70000.0,,RUR,Санкт-Петербург,2022-12-15T09:49:59+0300
358,Программист BackEnd,150000.0,350000.0,KZT,Усть-Каменогорск,2022-12-15T09:39:32+0300
359,Специалист Техподдержки/Системный администратор,30000.0,,RUR,Тольятти,2022-12-15T07:15:44+0300
360,Инженер по программному обеспечению и информационной безопасности,120000.0,130000.0,KZT,Алматы,2022-12-15T07:15:41+0300
361,Механик,70000.0,70000.0,RUR,Тында,2022-12-15T06:44:39+0300
362,Ведущий эксперт по информационной безопасности,135000.0,,RUR,Нижний Новгород,2022-12-15T11:24:08+0300
363,Системный администратор,,,,Санкт-Петербург,2022-12-15T09:38:59+0300
364,IOS разработчик,,,,Москва,2022-12-15T07:54:23+0300
365,Управляющий интернет-магазином,70000.0,150000.0,RUR,Москва,2022-12-15T11:25:46+0300
366,Заместитель руководителя проекта (Бованенково),,,,Новый Уренгой,2022-12-15T09:37:11+0300
367,Токарь-универсал,180000.0,,KZT,Алматы,2022-12-15T07:29:31+0300
368,Data engineer (Python Hadoop Spark),,,,Москва,2022-12-15T08:42:19+0300
369,Главный аналитик (клиентская аналитика),,,,Москва,2022-12-15T10:27:04+0300
370,Инженер-программист АСУ ТП,,,,Москва,2022-12-15T11:33:13+0300
371,Штамповщик (сектор штамповки и лазерной обработки материалов),50000.0,,RUR,Москва,2022-12-15T11:46:24+0300
372,Главный механик,90000.0,,RUR,Саратов,2022-12-15T10:08:23+0300
373,Инженер-программист станков с ЧПУ,80000.0,,RUR,Нижний Новгород,2022-12-15T08:57:59+0300
374,Frontend developer (Vue.js),120000.0,200000.0,RUR,Новосибирск,2022-12-15T10:59:27+0300
375,Системный аналитик,,,,Москва,2022-12-15T11:59:25+0300
376,Системный Администратор (выездной системный инженер),85000.0,,RUR,Москва,2022-12-15T10:50:55+0300
377,Фоторедактор,40000.0,,RUR,Омск,2022-12-15T11:42:39+0300
378,Frontend разработчик (Vue),,,,Нижний Новгород,2022-12-15T11:27:16+0300
379,Мастер СТО,40000.0,75000.0,RUR,Самара,2022-12-15T10:43:20+0300
380,Системный администратор,6000000.0,7000000.0,UZS,Ташкент,2022-12-15T08:03:05+0300
381,Контролер технического состояния автомобилей,58000.0,67000.0,RUR,Ярославль,2022-12-15T10:41:25+0300
382,Системный аналитик,200000.0,280000.0,RUR,Санкт-Петербург,2022-12-15T09:42:10+0300
383,Product analyst in Marketing Team,,,,Пермь,2022-12-15T11:27:45+0300
384,Специалист технической поддержки,35000.0,40000.0,RUR,Челябинск,2022-12-15T11:11:07+0300
385,Инсталлятор,45000.0,,RUR,Новокузнецк,2022-12-15T11:18:50+0300
386,Системный аналитик/Бизнес-аналитик,,,,Казань,2022-12-15T07:57:16+0300
387,Монтажник сетей спутниковой связи,30000.0,55000.0,RUR,Ижевск,2022-12-15T09:35:00+0300
388,ИТ-специалист,75000.0,,RUR,Южно-Сахалинск,2022-12-15T10:13:05+0300
389,Аналитик финансового отдела (удаленно),70000.0,70000.0,RUR,Санкт-Петербург,2022-12-15T10:17:02+0300
390,Специалист технической поддержки со знанием английского языка / Technical support specialist,40000.0,,RUR,Екатеринбург,2022-12-15T09:19:36+0300
391,PHP-разработчик,,,,Ташкент,2022-12-15T08:22:34+0300
392,Старший специалист по компьютерной криминалистике,,,,Москва,2022-12-15T11:08:41+0300
393,Сервисный инженер/Системный Администратор,55000.0,55000.0,RUR,Санкт-Петербург,2022-12-15T11:27:31+0300
394,Продуктовый аналитик в команду ленты и рекомендаций,,,,Санкт-Петербург,2022-12-15T10:50:38+0300
395,Web-разработчик/UX/UI дизайнер (SEO специалист),,,,Омск,2022-12-15T11:12:16+0300
396,Заместитель начальника участка буровзрывных работ на ОГР,270000.0,,RUR,Екатеринбург,2022-12-15T08:56:27+0300
397,Системный аналитик/Бизнес-аналитик,,,,Нижний Новгород,2022-12-15T07:57:16+0300
398,Data Engineer with Snowflake,,,,Алматы,2022-12-15T09:23:52+0300
399,Начальник гаража,9932.0,,RUR,Яя,2022-12-15T10:44:38+0300
400,Инженер технической поддержки,50000.0,55000.0,RUR,Артем,2022-12-15T09:58:36+0300
401,Заместитель Руководителя АТП,,,,Казань,2022-12-15T10:52:34+0300
402,Видеомонтажер/Графический дизайнер,30000.0,35000.0,RUR,Иркутск,2022-12-15T11:02:47+0300
403,Системный администратор,35000.0,43000.0,RUR,Кемерово,2022-12-15T07:48:35+0300
404,Бизнес-аналитик в IT,,,,Алматы,2022-12-15T11:54:49+0300
405,Механик автомобильного транспорта,200000.0,,KZT,Шымкент,2022-12-15T06:32:17+0300
406,Системотехник,51000.0,,RUR,Барнаул,2022-12-15T11:56:23+0300
